clip_name,clip_path,label,frame_count,duration_sec,fps,width,height,resolution,ApplyEyeMakeup,ApplyLipstick,Archery,BabyCrawling,BalanceBeam,BandMarching,BaseballPitch,Basketball,BasketballDunk,BenchPress,Biking,Billiards,BlowDryHair,BlowingCandles,BodyWeightSquats,Bowling,BoxingPunchingBag,BoxingSpeedBag,BreastStroke,BrushingTeeth,CleanAndJerk,CliffDiving,CricketBowling,CricketShot,CuttingInKitchen,Diving,Drumming,Fencing,FieldHockeyPenalty,FloorGymnastics,FrisbeeCatch,FrontCrawl,GolfSwing,Haircut,HammerThrow,Hammering,HandstandPushups,HandstandWalking,HeadMassage,HighJump,HorseRace,HorseRiding,HulaHoop,IceDancing,JavelinThrow,JugglingBalls,JumpRope,JumpingJack,Kayaking,Knitting,LongJump,Lunges,MilitaryParade,Mixing,MoppingFloor,Nunchucks,ParallelBars,PizzaTossing,PlayingCello,PlayingDaf,PlayingDhol,PlayingFlute,PlayingGuitar,PlayingPiano,PlayingSitar,PlayingTabla,PlayingViolin,PoleVault,PommelHorse,PullUps,Punch,PushUps,Rafting,RockClimbingIndoor,RopeClimbing,Rowing,SalsaSpin,ShavingBeard,Shotput,SkateBoarding,Skiing,Skijet,SkyDiving,SoccerJuggling,SoccerPenalty,StillRings,SumoWrestling,Surfing,Swing,TableTennisShot,TaiChi,TennisSwing,ThrowDiscus,TrampolineJumping,Typing,UnevenBars,VolleyballSpiking,WalkingWithDog,WallPushups,WritingOnBoard,YoYo
v_ApplyEyeMakeup_g01_c01,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c01.avi,ApplyEyeMakeup,164,6.56,25.0,320,240,320x240,0.010560880415141582,0.01047603040933609,0.009880347177386284,0.010079865343868732,0.00987493246793747,0.00978050846606493,0.009802537970244884,0.009758200496435165,0.009730758145451546,0.010089659132063389,0.009845627471804619,0.009868482127785683,0.010390534065663815,0.010205895639955997,0.009906481020152569,0.009937720373272896,0.009944037534296513,0.00977275799959898,0.00978441908955574,0.010306267067790031,0.009624865837395191,0.0096388328820467,0.00978118646889925,0.00967172347009182,0.010017492808401585,0.009924571961164474,0.009976579807698727,0.009753176011145115,0.009740401990711689,0.009941868484020233,0.00976606272161007,0.009782177396118641,0.009862654842436314,0.010105318389832973,0.009738920256495476,0.010065905749797821,0.009778238832950592,0.009520400315523148,0.010300414636731148,0.009669505059719086,0.009867520071566105,0.009713656269013882,0.010048403404653072,0.00985414907336235,0.00986913125962019,0.010068905539810658,0.009829194284975529,0.009854083880782127,0.009601464495062828,0.010167501866817474,0.009493296965956688,0.00982887763530016,0.00986905675381422,0.010096109472215176,0.009880408644676208,0.010101698338985443,0.009958134964108467,0.009999196976423264,0.009869182482361794,0.010113110765814781,0.009759905748069286,0.010266836732625961,0.009905978105962276,0.010097024962306023,0.009765837341547012,0.009797449223697186,0.010071385651826859,0.00956910103559494,0.010028927586972713,0.009886959567666054,0.010087252594530582,0.010135512799024582,0.009722577407956123,0.009527267888188362,0.009768523275852203,0.00974829588085413,0.009948142804205418,0.009951591491699219,0.009876319207251072,0.00968165323138237,0.00980866327881813,0.009910520166158676,0.009939860552549362,0.009873645380139351,0.009783866815268993,0.010094248689711094,0.00999879464507103,0.009728331118822098,0.009939434006810188,0.009547371417284012,0.009869867004454136,0.009767203591763973,0.009750216268002987,0.009578254073858261,0.010195130482316017,0.010074286721646786,0.009873109869658947,0.009818261489272118,0.010020861402153969,0.009974785149097443,0.010117432102560997
v_ApplyEyeMakeup_g01_c02,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c02.avi,ApplyEyeMakeup,123,4.92,25.0,320,240,320x240,0.010680821724236012,0.010520977899432182,0.009904937818646431,0.010092382319271564,0.009859921410679817,0.009771770797669888,0.009816408157348633,0.009775333106517792,0.009743144735693932,0.010164198465645313,0.009857156313955784,0.009885983541607857,0.010366854257881641,0.010164942592382431,0.00988831464201212,0.009919756092131138,0.010003596544265747,0.009795213118195534,0.00976915005594492,0.010262221097946167,0.009620778262615204,0.009625637903809547,0.009779087267816067,0.00971068162471056,0.010033145546913147,0.009916518814861774,0.009991232305765152,0.009713026694953442,0.009731967002153397,0.0099731320515275,0.00974043644964695,0.009761233814060688,0.00981980562210083,0.010086970403790474,0.009731695055961609,0.010087029077112675,0.009776601567864418,0.009510267525911331,0.010275780223309994,0.009636133909225464,0.009870071895420551,0.009680450893938541,0.01003645546734333,0.009820652194321156,0.009911521337926388,0.010076736100018024,0.009815898723900318,0.009817714802920818,0.009641133248806,0.010119321756064892,0.009459110908210278,0.009815084747970104,0.00989868026226759,0.010071185417473316,0.009861350059509277,0.010134796611964703,0.009985488839447498,0.010022363625466824,0.009850467555224895,0.010099624283611774,0.009769746102392673,0.010272448882460594,0.009882406331598759,0.010091693140566349,0.009716612286865711,0.009789735078811646,0.01003978680819273,0.00957807432860136,0.010015641339123249,0.009931848384439945,0.01012097205966711,0.010132444091141224,0.0097537562251091,0.009553536772727966,0.009769651107490063,0.009789806790649891,0.009974619373679161,0.00989905372262001,0.009888747707009315,0.00963557232171297,0.00980591680854559,0.009932396933436394,0.00995375495404005,0.009882168844342232,0.009784406051039696,0.010103009641170502,0.010040845721960068,0.009690740145742893,0.009941651485860348,0.00952274352312088,0.009864747524261475,0.009746621362864971,0.009775448590517044,0.009538800455629826,0.010173591785132885,0.010118530131876469,0.009863099083304405,0.009779004380106926,0.010030523873865604,0.009965271688997746,0.010128261521458626
v_ApplyEyeMakeup_g01_c03,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c03.avi,ApplyEyeMakeup,259,10.36,25.0,320,240,320x240,0.01098520215600729,0.010705188848078251,0.010008922778069973,0.009978118352591991,0.009891116060316563,0.009856248274445534,0.00985229667276144,0.009742112830281258,0.009713007137179375,0.010009200312197208,0.009852754883468151,0.00995535496622324,0.010246163234114647,0.010030602104961872,0.009812814183533192,0.00993572361767292,0.010053548030555248,0.009770233184099197,0.009734992869198322,0.010232126340270042,0.009543248452246189,0.009624914266169071,0.00987560860812664,0.009843177162110806,0.010060506872832775,0.009929333813488483,0.009953638538718224,0.009780415333807468,0.009853432886302471,0.009969944134354591,0.00974947027862072,0.009721881709992886,0.009904317557811737,0.01005198247730732,0.009683658368885517,0.01013416238129139,0.009629389271140099,0.009460646659135818,0.010036036372184753,0.009624099358916283,0.009944051504135132,0.009681767784059048,0.01000768132507801,0.00991083588451147,0.009873909875750542,0.01001402735710144,0.009833049960434437,0.009836832992732525,0.00968090072274208,0.010066160932183266,0.009434543550014496,0.009720280766487122,0.009915139526128769,0.010119627229869366,0.009852725081145763,0.01008491963148117,0.01013330277055502,0.01002701185643673,0.009790702722966671,0.010148455388844013,0.00975262001156807,0.010205313563346863,0.0098422234877944,0.00997141469269991,0.009722855873405933,0.009688261896371841,0.009991772472858429,0.009645736776292324,0.010051857680082321,0.009896226227283478,0.010207951068878174,0.00997109990566969,0.009744050912559032,0.009523168206214905,0.009713813662528992,0.009835937060415745,0.010095905512571335,0.009878796525299549,0.00988309271633625,0.009686668403446674,0.010023513808846474,0.01002384815365076,0.00999952107667923,0.009737522341310978,0.00968569703400135,0.0101769482716918,0.009997167624533176,0.009718643501400948,0.009971000254154205,0.009461738169193268,0.009922783821821213,0.00972397718578577,0.0097720418125391,0.009503751993179321,0.01012246124446392,0.01018566731363535,0.009954020380973816,0.009744917042553425,0.009866742417216301,0.010064750909805298,0.010163060389459133
v_ApplyEyeMakeup_g01_c04,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c04.avi,ApplyEyeMakeup,235,9.4,25.0,320,240,320x240,0.010892512276768684,0.010702637024223804,0.009964770637452602,0.009983330965042114,0.009867050684988499,0.009840037673711777,0.0098277498036623,0.009708789177238941,0.009699667803943157,0.010043065994977951,0.00987019669264555,0.009934760630130768,0.010306555777788162,0.010054797865450382,0.009832398034632206,0.009924954734742641,0.010030307807028294,0.009786032140254974,0.00974332820624113,0.010231147520244122,0.00954666081815958,0.009623512625694275,0.009841754101216793,0.009815284982323647,0.010038930922746658,0.009912019595503807,0.00998616497963667,0.009827369824051857,0.009794664569199085,0.009979230351746082,0.009771658107638359,0.0097026526927948,0.009915252216160297,0.010051563382148743,0.009720582515001297,0.010134616866707802,0.009669135324656963,0.009484191425144672,0.010121065191924572,0.009602556005120277,0.009906847961246967,0.009689279831945896,0.010020061396062374,0.009900896809995174,0.009958666749298573,0.010079228319227695,0.009840894490480423,0.009858287870883942,0.009645720012485981,0.010119311511516571,0.009419551119208336,0.009803968481719494,0.0099085858091712,0.0100980494171381,0.009848768822848797,0.01013172511011362,0.010063976980745792,0.010027274489402771,0.009801292791962624,0.010139383375644684,0.009741018526256084,0.010280005633831024,0.009897075593471527,0.010039574466645718,0.009773453697562218,0.009696702472865582,0.010070000775158405,0.009582632221281528,0.01000770553946495,0.009869169443845749,0.010183939710259438,0.01001012697815895,0.009724856354296207,0.009480305947363377,0.009703928604722023,0.009818566963076591,0.010013707913458347,0.00990199949592352,0.009853165596723557,0.009676887653768063,0.009934389032423496,0.009970933198928833,0.009920300915837288,0.009846599772572517,0.00972074456512928,0.010124873369932175,0.009976886212825775,0.009726296178996563,0.009996657259762287,0.009510805830359459,0.009844060987234116,0.009747299365699291,0.009780691005289555,0.009500842541456223,0.010145824402570724,0.010138989426195621,0.0098727410659194,0.009781677275896072,0.009892373345792294,0.010029018856585026,0.010168359614908695
v_ApplyEyeMakeup_g01_c05,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c05.avi,ApplyEyeMakeup,296,11.84,25.0,320,240,320x240,0.010970108211040497,0.010723582468926907,0.009935807436704636,0.009895697236061096,0.009893180802464485,0.009828684851527214,0.00987774133682251,0.00971659179776907,0.009697260335087776,0.010009604506194592,0.009849193505942822,0.00993246491998434,0.010301086120307446,0.01003252249211073,0.009840123355388641,0.009983652271330357,0.010066472925245762,0.009848413988947868,0.009771360084414482,0.010255777277052402,0.009634643793106079,0.009640580974519253,0.009905326180160046,0.009840262122452259,0.01001316960901022,0.00991611648350954,0.01001150906085968,0.009802412241697311,0.009804541245102882,0.009941698051989079,0.009700661525130272,0.009712574072182178,0.00993389543145895,0.010040602646768093,0.009719097055494785,0.010152558796107769,0.0096344705671072,0.009460973553359509,0.010131694376468658,0.009574184194207191,0.00991053506731987,0.00968326348811388,0.010004990734159946,0.009909549728035927,0.009899976663291454,0.010068248026072979,0.009853078983724117,0.009864209219813347,0.009614063426852226,0.010117088444530964,0.009426327422261238,0.009810973890125751,0.009910217486321926,0.010174245573580265,0.009807981550693512,0.01008385606110096,0.010078064166009426,0.009965057484805584,0.009765349328517914,0.01017035823315382,0.009801311418414116,0.01022016629576683,0.009842785075306892,0.01000880729407072,0.009755032137036324,0.009785440750420094,0.009989606216549873,0.009564433246850967,0.01002296432852745,0.00987544097006321,0.010208453051745892,0.009975142776966095,0.009754946455359459,0.009456116706132889,0.009713060222566128,0.009797515347599983,0.010061794891953468,0.009837353602051735,0.009933019988238811,0.00966150127351284,0.00995600875467062,0.00998597964644432,0.009906276129186153,0.009790594689548016,0.009705973789095879,0.01015887688845396,0.009982222691178322,0.00971225555986166,0.009993170388042927,0.00942173507064581,0.009879103861749172,0.009742913767695427,0.0097623560577631,0.00949319452047348,0.010199373587965965,0.010224335826933384,0.00989664439111948,0.009720463305711746,0.009848845191299915,0.010049514472484589,0.010187597945332527
v_ApplyEyeMakeup_g01_c06,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c06.avi,ApplyEyeMakeup,122,4.88,25.0,320,240,320x240,0.01073687244206667,0.010528134182095528,0.0099866958335042,0.010002759285271168,0.009883368387818336,0.009858373552560806,0.009799658320844173,0.009735552594065666,0.00968650821596384,0.01000735443085432,0.009828086942434311,0.009956227615475655,0.010287513956427574,0.010049081407487392,0.009853928349912167,0.009959032759070396,0.009892924688756466,0.00968520063906908,0.00980046484619379,0.010191797278821468,0.00961377378553152,0.009626398794353008,0.00985647365450859,0.009798949584364891,0.010049351491034031,0.009916885755956173,0.010049210861325264,0.009831774979829788,0.009814700111746788,0.009926901198923588,0.009720639325678349,0.009796574711799622,0.009900211356580257,0.01014841441065073,0.00968911498785019,0.010025796480476856,0.00970203336328268,0.009463596157729626,0.010254839435219765,0.009612488560378551,0.00988574419170618,0.009681839495897293,0.009982413612306118,0.009865768253803253,0.009829862974584103,0.009993765503168106,0.009817196056246758,0.009787599556148052,0.009702857583761215,0.010110334493219852,0.009490600787103176,0.00983409397304058,0.009978675283491611,0.010198880918323994,0.00981752760708332,0.010071090422570705,0.010029498487710953,0.010028503835201263,0.009896772913634777,0.010196168906986713,0.009848615154623985,0.010261891409754753,0.009917918592691422,0.010148291476070881,0.00979458075016737,0.009775402024388313,0.01008127722889185,0.009608149528503418,0.010069242678582668,0.009805826470255852,0.010123083367943764,0.010089343413710594,0.009839819744229317,0.00948791578412056,0.009716754779219627,0.009850399568676949,0.010020521469414234,0.00980556383728981,0.009850587695837021,0.009673377498984337,0.009916381910443306,0.00990490335971117,0.009917093440890312,0.009819292463362217,0.009738082997500896,0.010156958363950253,0.009893154725432396,0.009736647829413414,0.009933888912200928,0.00958095770329237,0.009820626117289066,0.009759956039488316,0.009755013510584831,0.009518587030470371,0.010202741250395775,0.010104101151227951,0.009877004660665989,0.009772038087248802,0.009940700605511665,0.010026635602116585,0.010129800997674465
v_ApplyEyeMakeup_g02_c01,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c01.avi,ApplyEyeMakeup,170,6.8,25.0,320,240,320x240,0.01091072615236044,0.010631375014781952,0.00978186633437872,0.00972641073167324,0.009938213974237442,0.009769123047590256,0.009727162308990955,0.00971734244376421,0.00985549483448267,0.009831012226641178,0.009731190279126167,0.00986672192811966,0.010324935428798199,0.010156313888728619,0.009668659418821335,0.00997831393033266,0.010033323429524899,0.010139137506484985,0.009945893660187721,0.010516627691686153,0.009591104462742805,0.009887302294373512,0.01000067126005888,0.009997825138270855,0.009959742426872253,0.009932510554790497,0.009801873005926609,0.00965170655399561,0.009908897802233696,0.010011572390794754,0.009708762168884277,0.009879370220005512,0.00979788787662983,0.009872796013951302,0.009971369057893753,0.010197456926107407,0.009567228145897388,0.009374118410050869,0.010183852165937424,0.00987412128597498,0.009904208593070507,0.009746009483933449,0.009943220764398575,0.009969745762646198,0.009823152795433998,0.009889055974781513,0.009765295311808586,0.009929136373102665,0.00953781045973301,0.009960050694644451,0.00983079057186842,0.009631790220737457,0.009816176258027554,0.010055376216769218,0.009993490763008595,0.009904111735522747,0.010015878826379776,0.009834225289523602,0.009769177064299583,0.01011256780475378,0.01003179606050253,0.010195408947765827,0.009821261279284954,0.009812986478209496,0.009999433532357216,0.009859469719231129,0.009997909888625145,0.010038597509264946,0.01000586710870266,0.009768492542207241,0.010132980532944202,0.009821013547480106,0.009609640575945377,0.009610575623810291,0.00962895154953003,0.009922059252858162,0.010072467848658562,0.0101117929443717,0.010115563869476318,0.009709334000945091,0.00981211755424738,0.00995210837572813,0.00986995454877615,0.009779498912394047,0.009787864051759243,0.010102267377078533,0.009939075447618961,0.009723593480885029,0.009828419424593449,0.009641810320317745,0.009823525324463844,0.009707283228635788,0.009828727692365646,0.009526715613901615,0.009909690357744694,0.010138551704585552,0.010019448585808277,0.009529204107820988,0.009804820641875267,0.00985562801361084,0.010302841663360596
v_ApplyEyeMakeup_g02_c02,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c02.avi,ApplyEyeMakeup,146,5.84,25.0,320,240,320x240,0.011070923879742622,0.010676901787519455,0.009815133176743984,0.009822913445532322,0.009983127005398273,0.009783781133592129,0.009761915542185307,0.009700494818389416,0.009813947603106499,0.009868734516203403,0.009773151017725468,0.009832171723246574,0.01035948283970356,0.010086361318826675,0.009597200900316238,0.009927759878337383,0.01001620665192604,0.010035453364253044,0.009910193271934986,0.010463089682161808,0.009529164992272854,0.009771574288606644,0.009973294101655483,0.009991400875151157,0.010008285753428936,0.009922216646373272,0.009775807149708271,0.009620347060263157,0.009922166354954243,0.010014432482421398,0.009744037874042988,0.00983204785734415,0.009785381145775318,0.009932386688888073,0.009904562495648861,0.010196896269917488,0.00957791693508625,0.009381462819874287,0.01023305393755436,0.009843690320849419,0.009883149527013302,0.009704485535621643,0.009945807978510857,0.009902899153530598,0.009842499159276485,0.009916740469634533,0.009816568344831467,0.009920647367835045,0.009553438052535057,0.009915359318256378,0.009786643087863922,0.009636003524065018,0.009788294322788715,0.010098888538777828,0.010049430653452873,0.009928028099238873,0.010118972510099411,0.009849575348198414,0.009799176827073097,0.010150006972253323,0.010007149539887905,0.010242522694170475,0.009844590909779072,0.009862442500889301,0.009944641962647438,0.009816953912377357,0.009968835860490799,0.00990695133805275,0.010012407787144184,0.00973048061132431,0.010143199004232883,0.009832285344600677,0.009550463408231735,0.00956691987812519,0.009625393897294998,0.009913487359881401,0.010085217654705048,0.010166388936340809,0.010009954683482647,0.00966592226177454,0.009823698550462723,0.009962965734302998,0.009866470471024513,0.009764518588781357,0.0097822779789567,0.010146386921405792,0.009981821291148663,0.009725909680128098,0.00986106600612402,0.009614779613912106,0.009894458577036858,0.00972884614020586,0.009791309013962746,0.009532233700156212,0.009979255497455597,0.010216593742370605,0.010013868100941181,0.009595629759132862,0.009844047017395496,0.009833406656980515,0.010278667323291302
v_ApplyEyeMakeup_g02_c03,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c03.avi,ApplyEyeMakeup,216,8.64,25.0,320,240,320x240,0.011101054958999157,0.0107012540102005,0.00985941756516695,0.009788261726498604,0.009956149384379387,0.009794100187718868,0.009815379045903683,0.009678076021373272,0.009838450700044632,0.009844779036939144,0.00974229071289301,0.00990454014390707,0.010324367322027683,0.010060803033411503,0.009625117294490337,0.009873486123979092,0.009947932325303555,0.009920386597514153,0.00990329310297966,0.01046136673539877,0.009552115574479103,0.009823284111917019,0.009938521310687065,0.010028306394815445,0.010023877024650574,0.009901875630021095,0.009866557084023952,0.00967694353312254,0.009916259907186031,0.010001865215599537,0.009741443209350109,0.00983730610460043,0.009884180501103401,0.009970606304705143,0.00987728126347065,0.010199029929935932,0.009499859064817429,0.009370033629238605,0.010136728174984455,0.009829668328166008,0.009896212257444859,0.009749236516654491,0.010004084557294846,0.009921051561832428,0.009829415939748287,0.00992672424763441,0.009830406866967678,0.009950656443834305,0.009613871574401855,0.009942823089659214,0.00973830372095108,0.009696352295577526,0.00986128207296133,0.0101632596924901,0.010020536370575428,0.009986023418605328,0.010096637532114983,0.009832591749727726,0.009755141101777554,0.010165204294025898,0.010002771392464638,0.010208108462393284,0.009808464907109737,0.009801589883863926,0.009893995709717274,0.009786142036318779,0.009922197088599205,0.010017557069659233,0.009959989227354527,0.009764477610588074,0.010109582915902138,0.00976700522005558,0.009622553363442421,0.009493831545114517,0.009609278291463852,0.009913350455462933,0.01015038788318634,0.010042469017207623,0.010024474002420902,0.009629320353269577,0.009933934547007084,0.010068228468298912,0.009960123337805271,0.009706464596092701,0.009702892042696476,0.010131184943020344,0.009929987601935863,0.009731157682836056,0.009898902848362923,0.009611065499484539,0.009933846071362495,0.009762000292539597,0.009827899746596813,0.009557647630572319,0.009921770542860031,0.010221266187727451,0.01001778244972229,0.009566963650286198,0.009741743095219135,0.0098489448428154,0.010202576406300068
v_ApplyEyeMakeup_g02_c04,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c04.avi,ApplyEyeMakeup,170,6.8,25.0,320,240,320x240,0.011040442623198032,0.010666312649846077,0.00981958582997322,0.009899156168103218,0.010018858127295971,0.009750950150191784,0.009759746491909027,0.00964087899774313,0.00977235846221447,0.01006025355309248,0.00983748771250248,0.009817277081310749,0.01050014141947031,0.01009201630949974,0.00973281729966402,0.009930240921676159,0.009890713728964329,0.009802832268178463,0.009792854078114033,0.010452548041939735,0.009632706642150879,0.009658130817115307,0.009848254732787609,0.00986054353415966,0.010148493573069572,0.009894000366330147,0.009833168238401413,0.009610104374587536,0.0098873944953084,0.010049098171293736,0.009773759171366692,0.009640653617680073,0.009776584804058075,0.010339428670704365,0.009706482291221619,0.010168790817260742,0.009572760201990604,0.009498496539890766,0.010396111756563187,0.009814304299652576,0.009968108497560024,0.009790896438062191,0.009905168786644936,0.009932667948305607,0.009900077246129513,0.0099535146728158,0.009743813425302505,0.01000355277210474,0.009605989791452885,0.010004161857068539,0.009582958184182644,0.009833617135882378,0.009773841127753258,0.010177776217460632,0.009995673783123493,0.009924517013132572,0.010046086274087429,0.010035106912255287,0.009811465628445148,0.010198844596743584,0.009599938988685608,0.010095671750605106,0.009803799912333488,0.009785165078938007,0.009746676310896873,0.009658439084887505,0.009907685220241547,0.009838503785431385,0.010158497840166092,0.009837992489337921,0.010048880241811275,0.009669218212366104,0.009506936185061932,0.00963754765689373,0.009684783406555653,0.009888144209980965,0.010220339521765709,0.010328038595616817,0.00982245709747076,0.009766667149960995,0.009959610179066658,0.010110052302479744,0.010068449191749096,0.009665844962000847,0.009595854207873344,0.010142127983272076,0.009911829605698586,0.009890725836157799,0.009871545247733593,0.009675671346485615,0.009907779283821583,0.009727329015731812,0.009808627888560295,0.009561058133840561,0.009848911315202713,0.010143555700778961,0.010119592770934105,0.009601391851902008,0.009764454327523708,0.0099498825147748,0.010095786303281784
