clip_name,clip_path,label,frame_count,duration_sec,fps,width,height,resolution,ApplyEyeMakeup,ApplyLipstick,Archery,BabyCrawling,BalanceBeam,BandMarching,BaseballPitch,Basketball,BasketballDunk,BenchPress,Biking,Billiards,BlowDryHair,BlowingCandles,BodyWeightSquats,Bowling,BoxingPunchingBag,BoxingSpeedBag,BreastStroke,BrushingTeeth,CleanAndJerk,CliffDiving,CricketBowling,CricketShot,CuttingInKitchen,Diving,Drumming,Fencing,FieldHockeyPenalty,FloorGymnastics,FrisbeeCatch,FrontCrawl,GolfSwing,Haircut,HammerThrow,Hammering,HandstandPushups,HandstandWalking,HeadMassage,HighJump,HorseRace,HorseRiding,HulaHoop,IceDancing,JavelinThrow,JugglingBalls,JumpRope,JumpingJack,Kayaking,Knitting,LongJump,Lunges,MilitaryParade,Mixing,MoppingFloor,Nunchucks,ParallelBars,PizzaTossing,PlayingCello,PlayingDaf,PlayingDhol,PlayingFlute,PlayingGuitar,PlayingPiano,PlayingSitar,PlayingTabla,PlayingViolin,PoleVault,PommelHorse,PullUps,Punch,PushUps,Rafting,RockClimbingIndoor,RopeClimbing,Rowing,SalsaSpin,ShavingBeard,Shotput,SkateBoarding,Skiing,Skijet,SkyDiving,SoccerJuggling,SoccerPenalty,StillRings,SumoWrestling,Surfing,Swing,TableTennisShot,TaiChi,TennisSwing,ThrowDiscus,TrampolineJumping,Typing,UnevenBars,VolleyballSpiking,WalkingWithDog,WallPushups,WritingOnBoard,YoYo
v_ApplyEyeMakeup_g01_c01,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c01.avi,ApplyEyeMakeup,164,6.56,25.0,320,240,320x240,0.010665593668818474,0.010590985417366028,0.010071850381791592,0.010103218257427216,0.009755157865583897,0.009792840108275414,0.009817131794989109,0.009754998609423637,0.009641042910516262,0.009906829334795475,0.00971889402717352,0.009921500459313393,0.010401701554656029,0.01035222876816988,0.009908294305205345,0.009902913123369217,0.009899397380650043,0.009724188596010208,0.009860253892838955,0.010113515891134739,0.009743881411850452,0.009704766795039177,0.009753751568496227,0.00978842657059431,0.01009329129010439,0.009855278767645359,0.010083409026265144,0.009751626290380955,0.009835117496550083,0.009804759174585342,0.009704438038170338,0.009745643474161625,0.009817516431212425,0.010292173363268375,0.009772338904440403,0.010126105509698391,0.009736699983477592,0.009603799320757389,0.010491848923265934,0.009433615952730179,0.00971737876534462,0.009695262648165226,0.009995468892157078,0.010093658231198788,0.009781602770090103,0.009939857758581638,0.009710310027003288,0.009826654568314552,0.009599238634109497,0.010280843824148178,0.009503819048404694,0.009729169309139252,0.009805617853999138,0.010114298202097416,0.009861237369477749,0.010172942653298378,0.009677999652922153,0.010142411105334759,0.01009762566536665,0.010073432698845863,0.009705631993710995,0.010370966978371143,0.01012407522648573,0.010229977779090405,0.00990256480872631,0.009948799386620522,0.010233343578875065,0.009593895636498928,0.009607295505702496,0.009745721705257893,0.010187816806137562,0.010037816129624844,0.009639132767915726,0.009763632901012897,0.009853033348917961,0.009706133045256138,0.010038760490715504,0.010045737959444523,0.009939301759004593,0.009670239873230457,0.009716791100800037,0.009661855176091194,0.009898948483169079,0.009682556614279747,0.009778544306755066,0.009918947704136372,0.009972830303013325,0.009556563571095467,0.010047467425465584,0.009595228359103203,0.009793826378881931,0.009746968746185303,0.009817387908697128,0.009520793333649635,0.010350333526730537,0.009795214980840683,0.009762413799762726,0.009794007055461407,0.01003718189895153,0.01017523929476738,0.010173178277909756
v_ApplyEyeMakeup_g01_c02,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c02.avi,ApplyEyeMakeup,123,4.92,25.0,320,240,320x240,0.010834815911948681,0.010672692209482193,0.01007643062621355,0.01012302003800869,0.009777463972568512,0.009742442518472672,0.009788879193365574,0.009756194427609444,0.009649327024817467,0.009980740956962109,0.009718228131532669,0.009938131086528301,0.010409477166831493,0.010315238498151302,0.009919533506035805,0.009880282916128635,0.009952755644917488,0.009735865518450737,0.009891374967992306,0.010093744844198227,0.009781280532479286,0.009719273075461388,0.009742571972310543,0.009804998524487019,0.010115901939570904,0.009865078143775463,0.010099251754581928,0.009687545709311962,0.009841570630669594,0.009826136752963066,0.009624617174267769,0.009763379581272602,0.00979872141033411,0.010299060493707657,0.00978498999029398,0.01015805546194315,0.009714105166494846,0.009574804455041885,0.010517911985516548,0.009402994066476822,0.009673615917563438,0.00963816698640585,0.009985881857573986,0.010049641132354736,0.009783110581338406,0.009915526956319809,0.009680590592324734,0.009809344075620174,0.009633975103497505,0.01027508545666933,0.009467818774282932,0.009732069447636604,0.009805453009903431,0.010144026950001717,0.009852960705757141,0.01020203810185194,0.009711194783449173,0.010130631737411022,0.0100911445915699,0.010066687129437923,0.009735172614455223,0.010371322743594646,0.010070201940834522,0.010215455666184425,0.009879931807518005,0.009991203434765339,0.010196525603532791,0.009584014303982258,0.009595365263521671,0.009777698665857315,0.01023165974766016,0.01007057260721922,0.009673360735177994,0.009773964993655682,0.009871267713606358,0.009752685204148293,0.010025487281382084,0.010042302310466766,0.009973466396331787,0.009625567123293877,0.00970987044274807,0.00965278223156929,0.009905324317514896,0.009652549400925636,0.009755048900842667,0.009951387532055378,0.009998881258070469,0.009522682055830956,0.010022913105785847,0.009555770084261894,0.009773333556950092,0.009682430885732174,0.009809769690036774,0.009485644288361073,0.010322627611458302,0.00982902105897665,0.009740925393998623,0.009717891924083233,0.01006661169230938,0.010222692973911762,0.010136783123016357
v_ApplyEyeMakeup_g01_c03,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c03.avi,ApplyEyeMakeup,259,10.36,25.0,320,240,320x240,0.011212717741727829,0.010833063162863255,0.010199830867350101,0.009895289316773415,0.009876425378024578,0.00989286694675684,0.009801304899156094,0.009725397452712059,0.009612200781702995,0.009841040708124638,0.009723993949592113,0.010017414577305317,0.010348395444452763,0.010187802836298943,0.009852539747953415,0.009949488565325737,0.009935903362929821,0.009731226600706577,0.009856035932898521,0.010048069059848785,0.009761577472090721,0.009711516089737415,0.009865480475127697,0.009936930611729622,0.010120480321347713,0.009908858686685562,0.010094310157001019,0.009770478121936321,0.009996236301958561,0.00982602033764124,0.009555977769196033,0.009822577238082886,0.009873238392174244,0.010304272174835205,0.009844491258263588,0.010223439894616604,0.009560050442814827,0.00952238216996193,0.010331780649721622,0.009426943957805634,0.009733793325722218,0.009699416346848011,0.009931922890245914,0.010161040350794792,0.009851292707026005,0.009832147508859634,0.00961390882730484,0.00979610439389944,0.009668984450399876,0.010243639349937439,0.009480787441134453,0.009655706584453583,0.009921463206410408,0.010186659172177315,0.009884350933134556,0.010153052397072315,0.009746583178639412,0.010098133236169815,0.010044397786259651,0.010105657391250134,0.009780043736100197,0.010304284282028675,0.010045742616057396,0.01009722426533699,0.009895345196127892,0.009935800917446613,0.010173900052905083,0.009644623845815659,0.009548277594149113,0.00967344082891941,0.010225183330476284,0.009899831376969814,0.009636035189032555,0.009726007468998432,0.00978598278015852,0.009743506088852882,0.009922599419951439,0.010054651647806168,0.009960577823221684,0.00964104849845171,0.0099256606772542,0.009656076319515705,0.009960406459867954,0.009564677253365517,0.009731728583574295,0.009971115738153458,0.009970287792384624,0.009573861956596375,0.01006089337170124,0.009515522979199886,0.00978151150047779,0.009727961383759975,0.009797765873372555,0.009466443210840225,0.010219002142548561,0.009939980693161488,0.009749769233167171,0.00967850536108017,0.009845079854130745,0.010303949937224388,0.010058632120490074
v_ApplyEyeMakeup_g01_c04,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c04.avi,ApplyEyeMakeup,235,9.4,25.0,320,240,320x240,0.011072654277086258,0.01084997970610857,0.010181556455790997,0.009912754409015179,0.009829254820942879,0.009876550175249577,0.00980640109628439,0.00972107145935297,0.009614258073270321,0.009836605750024319,0.009738306514918804,0.009995079599320889,0.010374884121119976,0.010217709466814995,0.009866930544376373,0.009931646287441254,0.009903866797685623,0.0097176069393754,0.009839363396167755,0.010072973556816578,0.009742338210344315,0.009697559289634228,0.009826314635574818,0.009885742329061031,0.01010486576706171,0.009878681041300297,0.010125136002898216,0.009821688756346703,0.009921657852828503,0.009784681722521782,0.009616794064640999,0.009752911515533924,0.00986652821302414,0.010310881771147251,0.009828612208366394,0.010231651365756989,0.00957935955375433,0.009522614069283009,0.01036949921399355,0.009389296174049377,0.00971109140664339,0.009674112312495708,0.0099710114300251,0.010153193026781082,0.009813476353883743,0.009938117116689682,0.009664147160947323,0.009827065281569958,0.009645226411521435,0.010293620638549328,0.009455774910748005,0.009707382880151272,0.009871123358607292,0.010171406902372837,0.009848779998719692,0.010209822095930576,0.009701637551188469,0.01015935093164444,0.010052929632365704,0.010095220990478992,0.009699367918074131,0.010374649427831173,0.010088062845170498,0.010168628767132759,0.009932858869433403,0.00990290381014347,0.01024247333407402,0.009593288414180279,0.0095715606585145,0.009652245789766312,0.010257839225232601,0.009908306412398815,0.009603242389857769,0.00971309095621109,0.009783686138689518,0.009744993411004543,0.009980978444218636,0.010053012520074844,0.009945837780833244,0.009657436981797218,0.009839177131652832,0.009655315428972244,0.009888354688882828,0.009632308967411518,0.009724557399749756,0.00994042493402958,0.009906373918056488,0.009533420205116272,0.010083754546940327,0.009566796943545341,0.009811167605221272,0.009716941975057125,0.009790327399969101,0.009465486742556095,0.010316059924662113,0.00986820925027132,0.009743600152432919,0.00969468243420124,0.009891684167087078,0.010293735191226006,0.010182442143559456
v_ApplyEyeMakeup_g01_c05,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c05.avi,ApplyEyeMakeup,296,11.84,25.0,320,240,320x240,0.011201266199350357,0.010923212394118309,0.010169918648898602,0.009878999553620815,0.009811706840991974,0.009836765937507153,0.009809252806007862,0.00969482958316803,0.009579532779753208,0.009850890375673771,0.00974174216389656,0.009979755617678165,0.0104029206559062,0.010216024704277515,0.00991307757794857,0.01001212652772665,0.009945674799382687,0.009755032137036324,0.009867238812148571,0.010110490955412388,0.009798076935112476,0.009693039581179619,0.009894982911646366,0.009940048679709435,0.010091617703437805,0.009891047142446041,0.010151360183954239,0.009772947989404202,0.009906069375574589,0.009763112291693687,0.009519432671368122,0.009788737632334232,0.009859845973551273,0.01034757774323225,0.00981909316033125,0.010221056640148163,0.009596019051969051,0.009528905153274536,0.010448429733514786,0.009322980418801308,0.009694887325167656,0.009623110294342041,0.0099624739959836,0.010118145495653152,0.009834671393036842,0.009873644448816776,0.0096629923209548,0.009816957637667656,0.00963747687637806,0.010351470671594143,0.009432083927094936,0.009721850045025349,0.009878871031105518,0.01022501289844513,0.009827494621276855,0.01018835324794054,0.009683629497885704,0.01006371434777975,0.010058226063847542,0.010140991769731045,0.009745392948389053,0.010367794893682003,0.010089282877743244,0.010208912193775177,0.009901774115860462,0.01000349409878254,0.010218176990747452,0.009516526944935322,0.009456823579967022,0.009702139534056187,0.010275250300765038,0.00990876741707325,0.009605185128748417,0.009667486883699894,0.009794958867132664,0.009724118746817112,0.009979834780097008,0.010058170184493065,0.009995776228606701,0.009600073099136353,0.009855826385319233,0.009581790305674076,0.009866795502603054,0.009576667100191116,0.009708224795758724,0.00995594821870327,0.00991776306182146,0.009525769390165806,0.010095620527863503,0.009515992365777493,0.00982002355158329,0.009710143320262432,0.009801188483834267,0.00942873302847147,0.010399081744253635,0.009867541491985321,0.00971599854528904,0.00964051391929388,0.009907788597047329,0.010323095135390759,0.01011470053344965
v_ApplyEyeMakeup_g01_c06,ApplyEyeMakeup\v_ApplyEyeMakeup_g01_c06.avi,ApplyEyeMakeup,122,4.88,25.0,320,240,320x240,0.01090981811285019,0.010713453404605389,0.010194579139351845,0.009984144940972328,0.009783929213881493,0.009907652623951435,0.009736871346831322,0.00971531867980957,0.00957352202385664,0.009902271442115307,0.009689180180430412,0.010019330307841301,0.010347297415137291,0.010233873501420021,0.009914102032780647,0.009974691085517406,0.009821518324315548,0.009647812694311142,0.009905624203383923,0.010052692145109177,0.009766709990799427,0.009701470844447613,0.009871549904346466,0.009925132617354393,0.010105458088219166,0.009875133633613586,0.010175681672990322,0.00981934368610382,0.00988259632140398,0.009750782512128353,0.009616722352802753,0.009827065281569958,0.009858234785497189,0.010371454060077667,0.009722876362502575,0.010130561888217926,0.009683631360530853,0.00956419575959444,0.010488946922123432,0.00940780807286501,0.009690800681710243,0.009645776823163033,0.00990996602922678,0.010073819197714329,0.009811188094317913,0.009884903207421303,0.009631330147385597,0.009834498167037964,0.009697305969893932,0.010305674746632576,0.009502580389380455,0.009744987823069096,0.009946330450475216,0.010197475552558899,0.009779049083590508,0.010180248878896236,0.009667336009442806,0.010111127980053425,0.010120512917637825,0.010173694230616093,0.009758103638887405,0.010376269929111004,0.010122363455593586,0.010275188833475113,0.009948954917490482,0.009973126463592052,0.010271893814206123,0.009560931473970413,0.009589390829205513,0.0096790986135602,0.010219261050224304,0.01000387966632843,0.009699536487460136,0.00969091895967722,0.009778404608368874,0.009809020906686783,0.009945446625351906,0.00996742956340313,0.009915942326188087,0.009631793946027756,0.009801815263926983,0.009634849615395069,0.009875161573290825,0.009599314071238041,0.009725190699100494,0.009900592267513275,0.009817793034017086,0.009567763656377792,0.01004821714013815,0.009633883833885193,0.009845074266195297,0.009757177904248238,0.00976295955479145,0.009423615410923958,0.010367638431489468,0.00979742594063282,0.009702756069600582,0.009688126854598522,0.009996282868087292,0.01024940237402916,0.010106374509632587
v_ApplyEyeMakeup_g02_c01,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c01.avi,ApplyEyeMakeup,170,6.8,25.0,320,240,320x240,0.011186439543962479,0.011057543568313122,0.009946274571120739,0.009569995105266571,0.009896010160446167,0.00971563532948494,0.009702903218567371,0.009687083773314953,0.009658997878432274,0.009750722907483578,0.00965492520481348,0.009984098374843597,0.010425462387502193,0.010342905297875404,0.009754502214491367,0.010031614452600479,0.009970735758543015,0.009968922473490238,0.00992816872894764,0.010284630581736565,0.009625004604458809,0.009842241182923317,0.010015801526606083,0.010036786086857319,0.010029995813965797,0.009903215803205967,0.009951607324182987,0.009628901258111,0.009974177926778793,0.00981937162578106,0.009622766636312008,0.009915823116898537,0.009808129630982876,0.0102359838783741,0.009990448132157326,0.01026101317256689,0.009560870938003063,0.009502924978733063,0.010452819056808949,0.00966582540422678,0.009725463576614857,0.00965637993067503,0.009805887937545776,0.01017743069678545,0.00990205630660057,0.009826349094510078,0.009563448838889599,0.00964176282286644,0.009661132469773293,0.010085277259349823,0.009722238406538963,0.00953987892717123,0.009666157886385918,0.01013529859483242,0.009792167693376541,0.01002289354801178,0.009668531827628613,0.009987898170948029,0.009952416643500328,0.010249483399093151,0.009985100477933884,0.010394217446446419,0.010083991102874279,0.009940780699253082,0.010117219761013985,0.010002409107983112,0.010156235657632351,0.0098357442766428,0.009748619981110096,0.009644079022109509,0.010116063058376312,0.009820245206356049,0.009533878415822983,0.009747639298439026,0.009695382788777351,0.009874998591840267,0.010215925052762032,0.010478629730641842,0.010072814300656319,0.009638492949306965,0.0096869682893157,0.009581197053194046,0.009784376248717308,0.009573115967214108,0.00965944491326809,0.01002975832670927,0.00986370351165533,0.009618875570595264,0.009930054657161236,0.009708610363304615,0.009738365188241005,0.009773990139365196,0.009865215048193932,0.009487587958574295,0.010064525529742241,0.009937917813658714,0.009822357445955276,0.009548887610435486,0.009729226119816303,0.010080781765282154,0.010269134305417538
v_ApplyEyeMakeup_g02_c02,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c02.avi,ApplyEyeMakeup,146,5.84,25.0,320,240,320x240,0.011307783424854279,0.011053777299821377,0.009970291517674923,0.009684738703072071,0.009929877705872059,0.009760304354131222,0.0096809733659029,0.009675765410065651,0.009643163532018661,0.009763598442077637,0.009709484875202179,0.009943810291588306,0.010462179780006409,0.010256648063659668,0.00971803069114685,0.009990358725190163,0.009944858960807323,0.009869195520877838,0.009933982975780964,0.010251907631754875,0.009590310975909233,0.009803117252886295,0.009972922503948212,0.01002745982259512,0.0100264772772789,0.009904921986162663,0.009986001998186111,0.00961263570934534,0.010001272894442081,0.009837660938501358,0.009599481709301472,0.009911869652569294,0.00982735026627779,0.010276387445628643,0.009942306205630302,0.010304263792932034,0.009524330496788025,0.009503364562988281,0.01050798874348402,0.009629267267882824,0.009705374017357826,0.009665759280323982,0.009817111305892467,0.010118343867361546,0.00988039094954729,0.00980857852846384,0.009618454612791538,0.009680647403001785,0.009659058414399624,0.010113777592778206,0.009681368246674538,0.00956056360155344,0.009654197841882706,0.010197632014751434,0.009841223247349262,0.010047088377177715,0.009724949486553669,0.009988680481910706,0.009999510832130909,0.010210877284407616,0.00993129052221775,0.010423517785966396,0.01009044423699379,0.009962290525436401,0.010097804479300976,0.009988473728299141,0.010125134140253067,0.009750873781740665,0.009713256731629372,0.009654038585722446,0.010103510692715645,0.009827077388763428,0.009508782997727394,0.009721706621348858,0.009708879515528679,0.0098616573959589,0.010162441059947014,0.01048557460308075,0.010014016181230545,0.009637502022087574,0.009729241020977497,0.009591790847480297,0.009811745025217533,0.00955995824187994,0.009635650552809238,0.01005969475954771,0.009943638928234577,0.009646705351769924,0.009968317113816738,0.009640466421842575,0.009767329320311546,0.00976779405027628,0.009794877842068672,0.009498581290245056,0.010120932012796402,0.009944992139935493,0.00982532650232315,0.009607050567865372,0.009709340520203114,0.01012044120579958,0.010174065828323364
v_ApplyEyeMakeup_g02_c03,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c03.avi,ApplyEyeMakeup,216,8.64,25.0,320,240,320x240,0.011371036060154438,0.011079484596848488,0.010059263557195663,0.009647021070122719,0.00991127360612154,0.009824535809457302,0.009675865061581135,0.0096553610637784,0.009654908441007137,0.009807142429053783,0.009683486074209213,0.009976699948310852,0.010444577783346176,0.010206527076661587,0.009751766920089722,0.009951573796570301,0.009870014153420925,0.009767136536538601,0.009929222986102104,0.010257353074848652,0.009632593020796776,0.009836518205702305,0.009945833124220371,0.010040847584605217,0.010019022040069103,0.009915389120578766,0.01005885936319828,0.009621909819543362,0.009954416193068027,0.009812221862375736,0.009639505296945572,0.009913836605846882,0.009872602298855782,0.010344019159674644,0.009982537478208542,0.010262729600071907,0.009453721344470978,0.009462293237447739,0.01043457631021738,0.009623206220567226,0.00970923900604248,0.009697102941572666,0.009921042248606682,0.010104541666805744,0.00996917113661766,0.009780392982065678,0.009662138298153877,0.009683513082563877,0.009732775390148163,0.01015537790954113,0.009654955938458443,0.0096103111281991,0.009757033549249172,0.01025719940662384,0.009874424897134304,0.010105224326252937,0.00975740049034357,0.009919481351971626,0.009977158159017563,0.010204887017607689,0.00993306189775467,0.01039385050535202,0.010060081258416176,0.00994506012648344,0.010009348392486572,0.009919202886521816,0.010110493749380112,0.009825748391449451,0.009653309360146523,0.009678839705884457,0.010070298798382282,0.009776604361832142,0.009578598663210869,0.0096121896058321,0.009697011671960354,0.009889102540910244,0.010129794478416443,0.010355761274695396,0.01002329122275114,0.009547756053507328,0.009853178635239601,0.009708299301564693,0.009907764382660389,0.009528676979243755,0.009599989280104637,0.010008617304265499,0.009910423308610916,0.009642424993216991,0.010004841722548008,0.009619897231459618,0.009791042655706406,0.0097876051440835,0.009851033799350262,0.009537048637866974,0.010055730119347572,0.009940293617546558,0.009799155406653881,0.009607880376279354,0.009636369533836842,0.010058891959488392,0.01005709171295166
v_ApplyEyeMakeup_g02_c04,ApplyEyeMakeup\v_ApplyEyeMakeup_g02_c04.avi,ApplyEyeMakeup,170,6.8,25.0,320,240,320x240,0.011182224377989769,0.01086468156427145,0.009978514164686203,0.009692681953310966,0.010062862187623978,0.009807244874536991,0.009606531821191311,0.009657816961407661,0.009678151458501816,0.009854906238615513,0.009847179055213928,0.009835121221840382,0.010593296028673649,0.010270337574183941,0.009888043627142906,0.009903395548462868,0.00980059988796711,0.009691265411674976,0.009905342943966389,0.010383292101323605,0.009672238491475582,0.00971774198114872,0.009753884747624397,0.009812413714826107,0.010046248324215412,0.009952515363693237,0.009997683577239513,0.009586235508322716,0.009936058893799782,0.009855133481323719,0.009629753418266773,0.009823117405176163,0.009838098660111427,0.010685233399271965,0.009799106977880001,0.010188096202909946,0.009477106854319572,0.009612537920475006,0.01065609697252512,0.009628674015402794,0.00975653063505888,0.009859967976808548,0.009964113123714924,0.010154953226447105,0.009786323644220829,0.009851746261119843,0.009649881161749363,0.009856659919023514,0.009730279445648193,0.010146444663405418,0.00956689938902855,0.009818853810429573,0.00964326597750187,0.010228138417005539,0.009925289079546928,0.009975485503673553,0.009888984262943268,0.010060854256153107,0.010038072243332863,0.009982145391404629,0.009656107984483242,0.010157087817788124,0.010030046105384827,0.009889391250908375,0.00980955921113491,0.009692502208054066,0.010093172080814838,0.009666534140706062,0.009716653265058994,0.00976369809359312,0.010073613375425339,0.009670043364167213,0.009545517154037952,0.009695515036582947,0.00974628422409296,0.009873763658106327,0.010212541557848454,0.010406185872852802,0.009929116815328598,0.009808463975787163,0.009956997819244862,0.009831110015511513,0.010000390000641346,0.009532942436635494,0.009513609111309052,0.00999985821545124,0.009966579265892506,0.009888469241559505,0.010016189888119698,0.009623085148632526,0.009769762866199017,0.009798157028853893,0.009752382524311543,0.009621790610253811,0.009988809004426003,0.009933175519108772,0.009908569976687431,0.009675906039774418,0.009591536596417427,0.010139895603060722,0.00999862514436245
